DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
0.212310673,0.400140895,0.115181402,2.284431138,4.299313138,0.209052483,0.154367735,5.344751673,0.19232124,0.961870377,0.3354174,0.327580134,0.272278971,0.256780557,0.913790067,1.163525889,1.77994012,1.187389926,0.495068686,0.725079253,0.1645826,0.279323706,0.130239521,1.39212751,2.38992603,0.984149348,0.199277915,0.241194082,0.618175414,0.115445579,0.304684748,2.520958084,0.785752025,0.401637901,0.414142304,0.921275097,0.491194082,0.362891863,0.496125396,0.297199718,0.27456851,0.362451567,0.28636844,0.205510843,1.275653924,0.146601833,1.566901408,0.283981668,0.374133691,1.039347194,0.14078918,0.156662195,0.188464118,0.145595797,0.154817796,0.216409569,0.170411357,0.11541471,0.270176615,0.145428124,0.621506819,0.32198748,1.910295104,2.404929577,0.217583277,1.508439526,0.874245473,0.255700872,0.133802817,0.126425218,0.145595797,0.155432596,0.443941426,0.129107981,0.170802593,0.150458305,0.898222669,1,1,1,1
0.400033944,0.584691107,0.326544467,2.490325866,4.56245757,0.227936185,0.172437203,2.200610998,0.211133741,1.441446029,0.655974202,0.330617787,0.291072641,0.24490835,0.926849966,0.663781399,1.748642227,1.249490835,0.378649016,0.700610998,0.346401901,0.364392396,0.158180584,1.19874406,3.526306857,1.263408011,0.249151392,0.272742702,0.771384929,0.153088934,0.384080109,2.39035981,0.309572301,0.458078751,0.335369993,0.770196877,0.558893415,0.331636117,0.566021724,0.399015614,0.282077393,0.398336728,0.160386965,0.185553546,1.111814346,0.157926462,0.951175407,0.298372514,0.526321077,1.243620655,0.118645771,0.153807515,0.16114125,0.118344384,0.154510749,0.205143661,0.178018887,0.121961021,0.288929074,0.147177014,0.590114527,0.281997187,1.751959011,2.360357645,0.142354832,1.143962226,0.857846092,0.218002813,0.155314446,0.1347617489937106,0.118344384,0.114526823,0.498292144,0.1696092262433333,0.1831345384551724,0.184348001,1.585392807,1,1,0,0
0.296432432,0.430918919,0.314810811,2.175135135,3.218594595,0.233297297,0.186162162,4.482810811,0.186594595,1.212972973,0.307891892,0.336864865,0.346810811,0.265081081,0.819891892,0.562810811,1.365405405,1.382486486,0.435459459,0.603891892,0.293189189,0.354594595,0.180540541,1.035675676,1.776864865,0.994810811,0.233513514,0.251027027,0.555675676,0.162162162,0.471135135,1.911351351,0.507027027,0.551351351,0.537513514,0.795675676,0.648648649,0.430054054,0.613189189,0.446702703,0.420324324,0.52972973,0.701189189,0.146106304,0.641656366,0.164524104,1.916192831,0.232385661,0.352410383,1.030037083,0.373176761,0.175154512,0.160321384,0.103337454,0.144622991,0.1592089,0.208776267,0.119035847,0.198516687,0.126699629,0.394932015,0.294684796,1.252533993,1.78566131,0.158343634,1.179728059,0.719035847,0.211248455,0.183312732,0.149567367,0.103337454,0.151915946,0.368850433,0.207169345,0.1831345384551724,0.271693449,0.854758962,0,0,1,7
0.311309524,0.517559524,0.330059524,2.251190476,3.08125,0.297916667,0.238095238,2.586607143,0.246130952,1.412797619,0.468154762,0.34375,0.288095238,0.332738095,0.799702381,0.678571429,1.509821429,1.117261905,0.443452381,0.805654762,0.424404762,0.458333333,0.230059524,1.088988095,2.07172619,1.071428571,0.282738095,0.308333333,0.716071429,0.227083333,0.333035714,1.919345238,0.974702381,0.462202381,0.426190476,0.762797619,0.661011905,0.341666667,0.636309524,0.29702381,0.313095238,0.352678571,0.358333333,0.143478261,0.900207039,0.159834369,1.328985507,0.285300207,0.283229814,1.214492754,0.072256729,0.164182195,0.151345756,0.13747412,0.170393375,0.190062112,0.196273292,0.132091097,0.192546584,0.090269151,0.710559006,0.321325052,1.763768116,2.412215321,0.197308489,1.3,1.003519669,0.339130435,0.1579142423471741,0.1347617489937106,0.13747412,0.185300207,0.47494824,0.227536232,0.1831345384551724,0.2054395747469136,1.300828157,1,0,1,3
0.649590164,0.728995902,0.316854508,2.486296107,3.866675205,0.200947746,0.186219262,2.529328893,0.212858607,1.494748975,0.6484375,0.248847336,0.338498975,0.245901639,0.862192623,0.439293033,1.502433402,1.712602459,0.457479508,0.625,0.457735656,0.31454918,0.163934426,1.21401127,2.636398566,1.37295082,0.249359631,0.271260246,0.743724385,0.15420082,0.468109631,2.229764344,0.3046875,0.389216189,0.308785861,0.641393443,0.565701844,0.344006148,0.525102459,0.294185451,0.285476434,0.379610656,0.347464139,0.184088666,0.863888256,0.155849085,1.693843468,0.272071662,0.51529644,0.95422455,0.214301981,0.151370227,0.176117817,0.106050254,0.14241251,0.196614287,0.171714871,0.115691187,0.217869885,0.129051848,0.496318227,0.274576786,1.30289228,2.296895164,0.122295605,0.956122372,0.878311698,0.211417293,0.1579142423471741,0.105215213,0.106050254,0.108251727,0.385333637,0.137781826,0.1831345384551724,0.2054395747469136,1.633189099,0,1,0,4
0.264373124,0.451858693,0.307088432,2.07850381,3.149157239,0.238513045,0.214038328,2.756407296,0.217039945,1.511429231,0.307319326,0.321634726,0.309397368,0.290464096,0.69822212,0.804433156,1.57492496,1.216578157,0.403371046,0.762410529,0.238974833,0.402678365,0.216578157,1.014315401,2.045486031,0.919879935,0.230431771,0.275917802,0.592011083,0.158162087,0.44193027,1.913414916,1.261602401,0.472870007,0.517432464,0.834449319,0.661740937,0.374278458,0.57169245,0.381667051,0.398060494,0.44839529,0.337566382,0.151909288,0.762714691,0.165582791,1.310321828,0.307320327,0.246956812,1.211772553,0.133233283,0.192596298,0.180256795,0.137402034,0.148741037,0.155744539,0.128064032,0.137902284,0.264632316,0.187593797,0.589961647,0.277305319,1.831749208,2.207603802,0.185426046,1.35967984,0.804735701,0.210271803,0.207937302,0.1347617489937106,0.137402034,0.166916792,0.497081874,0.1696092262433333,0.282808071,0.2054395747469136,1.060863765,0,1,1,5
0.378715444,0.611099564,0.313864062,2.321346913,4.261276242,0.265225525,0.195177718,4.773228019,0.222199127,1.326543338,0.40178757,0.326335481,0.340677614,0.308875494,0.839118686,0.736645188,1.711702349,1.198295573,0.431926834,0.743296612,0.36582831,0.417168988,0.200374143,0.992101434,2.08438994,1.161089171,0.242361255,0.310330493,0.734566618,0.180004157,0.469341093,2.284764082,0.633963833,0.4799418,0.495738932,0.868426523,0.676574517,0.365204739,0.628975265,0.33818333,0.351070464,0.439409686,0.418000416,0.159776669,0.97362794,0.147540984,1.374910905,0.292706106,0.311831789,1.323948681,0.116060822,0.158826325,0.179258731,0.149085293,0.175219767,0.184842005,0.177239249,0.108933238,0.26764077,0.142551675,0.613090995,0.260038014,1.695177002,2.550249465,0.1900689,1.478617249,0.932050368,0.23235923,0.1579142423471741,0.1347617489937106,0.149085293,0.132810644,0.433951057,0.1696092262433333,0.1831345384551724,0.20907579,1.064742219,0,1,1,5
0.743408663,1.025423729,0.393314501,2.802636535,4.770715631,0.243126177,0.180885122,4.097740113,0.246986817,1.883804143,1.064595104,0.339359699,0.426365348,0.309416196,0.987288136,0.760922787,1.795574388,2.22354049,0.521374765,0.771092279,0.642843691,0.359039548,0.171939736,1.695291902,3.277777778,1.531826742,0.259510358,0.303954802,0.882768362,0.175047081,0.442749529,2.540301318,0.33079096,0.461299435,0.415442561,0.774576271,0.514689266,0.411676083,0.62834275,0.405461394,0.284463277,0.420433145,0.345856874,0.222790507,1.29705401,0.177526596,2.407528642,0.317716858,0.778590426,1.701462766,0.267747545,0.150521686,0.176043372,0.131188625,0.162234043,0.23537234,0.273220131,0.116612111,0.250460311,0.132416121,0.537898936,0.325900164,2.046849427,2.372033552,0.139985679,1.268975041,1.052015139,0.245448036,0.141673486,0.098659984,0.131188625,0.10766162,0.497238134,0.161313421,0.142849836,0.2054395747469136,1.620141162,1,1,0,0
0.262957011,0.402973082,0.295701085,2.148051426,2.923463238,0.188429088,0.164323021,2.627159502,0.185817597,1.129168341,0.310164725,0.261550824,0.243069506,0.223182001,0.752711933,0.676576939,1.415026115,0.949578144,0.365809562,0.718963439,0.242065086,0.372840498,0.155885898,1.091201286,1.798714343,0.822619526,0.208115709,0.22519084,0.534351145,0.14925673,0.340297308,1.85435918,0.962032945,0.485335476,0.52169546,0.696062676,0.549015669,0.363599839,0.560265167,0.270188831,0.306147047,0.38328646,0.389714745,0.156998335,0.841208862,0.1372775,1.000384172,0.247278781,0.264054296,0.969266231,0.110129338,0.153284672,0.159943655,0.129722116,0.15238827,0.179536432,0.180688949,0.115635805,0.230503265,0.110897682,0.610065309,0.272506083,1.309002433,2.181969522,0.19131771,1.136637213,0.727750032,0.279421181,0.150467409,0.139454476,0.129722116,0.135740812,0.430016647,0.143168139,0.226533487,0.189268792,0.913305161,1,0,1,3
0.297349903,0.475370564,0.268153915,2.095074113,3.307081898,0.203922743,0.148824674,3.285821231,0.167689774,1.081449319,0.391076508,0.267555023,0.326246444,0.214553077,0.770774068,0.532864201,1.333283426,1.895942506,0.468932475,0.540200629,0.3031891,0.299146579,0.147926336,1.038179368,2.163946699,1.17592454,0.215601138,0.207965264,0.596945651,0.142835754,0.357239108,1.957029495,0.276089235,0.429106154,0.406947148,0.650247043,0.527923342,0.328791735,0.521934421,0.351100464,0.264261117,0.351998802,0.502620153,0.164954114,0.912149973,0.145893796,2.506235783,0.27060946,0.51235391,1.026668758,0.294297592,0.13499098,0.163934426,0.105890658,0.148952859,0.176249118,0.179935681,0.110283159,0.244725076,0.117107224,0.523648914,0.309200722,1.477919837,2.189348184,0.139618794,1.042513138,0.893403404,0.22276257,0.153815986,0.104400345,0.105890658,0.111381285,0.38528512,0.162600988,0.14510942,0.154835673,1.540591419,1,1,0,0
0.526969902,0.868870477,0.352553263,2.693523842,4.075160636,0.239093676,0.17526209,4.610585052,0.279675347,1.471846466,0.762935408,0.372336828,0.444707474,0.308505242,0.919851201,1.111684139,1.880706797,2.340125127,0.484950964,0.637724045,0.382651336,0.346550558,0.178728441,1.574991545,3.16114305,1.308927968,0.240700034,0.291849848,0.868701387,0.161734866,0.51149814,2.557997971,0.353567805,0.427206628,0.341393304,0.834376057,0.625718634,0.354920528,0.516824484,0.394234021,0.271305377,0.477595536,0.320257017,0.259542808,1.43481777,0.211774854,2.797498383,0.335238301,0.714254906,1.010459349,0.321220617,0.167565236,0.203040759,0.123948674,0.17187837,0.23835454,0.271188268,0.128908777,0.231345698,0.150905758,0.534828553,0.332003451,2.106318741,2.531216304,0.14136295,1.288979944,0.861117102,0.251617425,0.149935303,0.115268493,0.123948674,0.10993099,0.543886133,0.178401984,0.152361441,0.170368773,1.799439293,0,0,0,6
0.353194201,0.551537359,0.289150868,2.090648399,3.318623546,0.19499761,0.161860762,4.05751155,0.183367851,1.193085869,0.358929425,0.275131432,0.268440338,0.234347618,0.774892465,0.652381711,1.483033296,1.023418831,0.385215867,0.653815517,0.263979608,0.332324359,0.166799426,1.005257289,2.285008762,1.176198821,0.209494982,0.240879401,0.573841007,0.133821889,0.413414051,1.943603632,0.61908555,0.490998885,0.519515692,0.802453401,0.588816314,0.377728214,0.537199299,0.317508364,0.298231639,0.427592799,0.391906962,0.145038168,1.024232203,0.115036393,1.350967513,0.233978342,0.260074561,0.782442748,0.095242322,0.12835079,0.178235399,0.118941949,0.143884254,0.17193325,0.165364814,0.096307474,0.224214451,0.111663412,0.592934493,0.238150186,1.231759276,1.985354163,0.158441328,1.161370495,0.833570034,0.250310669,0.130569856,0.127108113,0.118941949,0.123468844,0.376797444,0.121516066,0.17326469,0.169092846,0.987040653,1,1,1,1
0.534999224,0.773863107,0.39158777,2.667701381,5.987583424,0.246624243,0.184541363,2.6034456,0.195405867,1.874126959,0.839670961,0.345336024,0.361011951,0.276579233,0.978891821,0.842309483,1.91292876,1.995498991,0.409591805,0.916188111,0.466552848,0.424336489,0.220549433,1.576129132,3.737544622,1.458016452,0.285115629,0.321434115,0.806922241,0.17305603,0.413161571,2.387552382,0.375756635,0.578922862,0.444358218,0.849914636,0.786745305,0.518392053,0.707900047,0.529411765,0.412851156,0.523513891,0.217910911,0.206994086,1.070797977,0.175366418,0.748350047,0.346790092,0.485214708,1.952687066,0.122310791,0.195765835,0.209651153,0.127624925,0.188480329,0.186423245,0.257992629,0.126167824,0.187537499,0.113825319,0.488128911,0.312676781,1.475357847,2.128739179,0.167823776,1.214451016,0.82454787,0.217879489,0.161052541,0.136110397,0.127624925,0.120939402,0.516842376,0.143481615,0.189766007,0.2054395747469136,1.555326991,1,1,0,0
0.28208323,0.378519811,0.336905059,1.870919512,2.692748567,0.206578619,0.199850486,3.801146275,0.163219537,1.090954398,0.294044356,0.261649639,0.324943932,0.249688512,0.721654622,0.488412659,1.185397458,1.260403688,0.394966359,0.568153501,0.24570147,0.323697982,0.17019686,0.862447047,1.521804137,0.872663843,0.209070521,0.250436083,0.467729878,0.153999502,0.406927486,1.581360578,0.426115126,0.530027411,0.513082482,0.751308248,0.625467231,0.430351358,0.583603289,0.404435584,0.3964615,0.520807376,0.657612759,0.1446685,0.583104186,0.16101436,1.739688359,0.213871066,0.300947143,0.952948365,0.330889093,0.171707913,0.156889704,0.09532539,0.139321723,0.135808127,0.181790406,0.122670333,0.173999389,0.113046135,0.403910785,0.298350137,1.213871066,1.699511152,0.166208372,1.141613199,0.712343416,0.224717385,0.185151237,0.148334861,0.09532539,0.156889704,0.386953865,0.22487015,0.1831345384551724,0.247632142,0.800336083,0,0,1,7
0.317157215,0.585498923,0.319454415,2.521751615,4.650107681,0.23833453,0.191385499,3.710552764,0.250681981,1.435606604,0.347020818,0.362670495,0.333955492,0.299353912,0.879971285,0.987939698,1.766977746,1.147451543,0.472074659,0.829002154,0.227997128,0.366547021,0.182914573,1.366116296,3.016511127,1.171428571,0.270926059,0.300933238,0.733381192,0.153194544,0.509978464,2.765829146,1.591959799,0.468341709,0.44206748,0.900215363,0.658291457,0.382627423,0.601292175,0.347307968,0.390380474,0.496769562,0.344723618,0.178499638,1.086516041,0.16089089,1.391332315,0.303449385,0.320977728,1.54064485,0.149473346,0.177775991,0.198600949,0.131301761,0.170217898,0.193213798,0.143684168,0.120045027,0.258502854,0.159443596,0.543298223,0.275950792,2.048886387,2.357160087,0.156951033,1.306585189,0.859692852,0.19417866,0.163865884,0.1347617489937106,0.131301761,0.139101069,0.502211144,0.1696092262433333,0.21058133,0.2054395747469136,1.092466029,0,1,1,5
0.408647509,0.567888215,0.357764303,2.023464276,3.560769839,0.316372265,0.2269971,3.702082784,0.230951753,1.755075138,0.65357237,0.372528342,0.386237806,0.356446085,0.728974427,0.860005273,1.452412339,2.562351701,0.562878988,0.66543633,0.468230952,0.437648299,0.221987872,1.047192196,2.223833377,1.258107039,0.307672027,0.29897179,0.713419457,0.210123912,0.368046401,1.904033746,0.360137095,0.516477722,0.441075666,0.82863169,0.782494068,0.407856578,0.608752966,0.432902716,0.400738202,0.492749802,0.563142631,0.150880256,0.698966972,0.1581551,2.684853776,0.282118434,0.333187836,1.494834861,0.270915175,0.174596246,0.171395315,0.104612251,0.1581551,0.137640041,0.172995781,0.122071875,0.171686309,0.105194238,0.393423541,0.335661283,1.39211407,1.879674087,0.127309763,1.143605412,0.750472865,0.218390805,0.1579142423471741,0.154663175,0.104612251,0.131529172,0.422231922,0.220427761,0.213298414,0.2054395747469136,1.294922159,1,0,0,2
0.273096282,0.471667478,0.265627537,2.114466634,3.715213509,0.213508686,0.180061698,5.516317584,0.182172431,1.200357201,0.357363208,0.334632245,0.279103751,0.274557558,0.804676084,0.936515668,1.521026141,1.163825296,0.41678844,0.576717,0.220003247,0.326514044,0.182821887,1.030524436,2.028088975,0.95112843,0.208962494,0.23948693,0.619418737,0.143854522,0.393083293,1.962656275,0.573469719,0.435135574,0.445202143,0.783081669,0.591329761,0.359961033,0.737782107,0.330573145,0.318882936,0.426855009,0.338366618,0.161589854,0.967161137,0.148794021,1.675348205,0.296455668,0.353414109,1.414222625,0.141999774,0.177782811,0.177103386,0.122183218,0.145396897,0.185596195,0.176197486,0.115841921,0.269391915,0.15151172,0.609670479,0.267353641,1.765711697,2.499150719,0.175178349,1.350809648,0.830596761,0.189559506,0.177782811,0.164307553,0.122183218,0.136564375,0.496999207,0.20054354,0.223643981,0.241648737,1.093760616,1,1,1,1
0.389727361,0.647760467,0.397922752,2.755355404,4.88088283,0.124959429,0.123580006,2.899545602,0.210564752,1.126987991,0.746186303,0.19222655,0.377880558,0.193037975,0.953748783,1.050632911,1.882099968,2.18930542,0.271015904,0.41447582,0.290084388,0.354349237,0.161960402,0.973790977,3.707481337,1.368711457,0.17461863,0.205047063,0.82148653,0.150600454,0.4249432,2.598588121,0.339824732,0.507546251,0.358893216,0.735556637,0.521502759,0.41317754,0.554040896,0.355566375,0.284891269,0.408065563,0.239126907,0.22343886,1.048013928,0.171576488,1.412654052,0.290603381,0.400284052,2.146057635,0.14981445,0.156457598,0.198836304,0.120263893,0.154029413,0.172034636,0.161497228,0.118889449,0.280340862,0.146790672,0.53058139,0.331928346,1.738901361,2.14601182,0.166674302,1.018921519,0.821230586,0.21468823,0.127411005,0.117835708,0.120263893,0.125761671,0.526458057,0.108581115,0.150501672,0.115270078,1.746002657,1,0,0,2
0.23240256,0.395142525,0.26672484,2.037812682,3.830570099,0.219313554,0.174810937,5.185282141,0.213496219,1.211169284,0.337405468,0.347585806,0.278504945,0.280831879,0.74054683,1.12434555,1.602239674,1.106457243,0.427428738,0.593659104,0.222076789,0.31733566,0.179464805,1.007417103,1.839296102,0.920157068,0.208260617,0.237929029,0.61707388,0.154304828,0.312390925,2.033595113,0.623618383,0.40866783,0.408086097,0.809773124,0.52486911,0.320389761,0.52617801,0.29290285,0.289703316,0.35718441,0.413612565,0.17310473,1.075914067,0.148523032,1.896199132,0.23466226,0.330820078,1.444949391,0.230840735,0.170832473,0.187151415,0.131171246,0.148523032,0.183123322,0.174757282,0.115781863,0.219995869,0.118570543,0.534600289,0.249018798,1.754802727,2.474075604,0.158438339,1.47397232,0.743854576,0.193245197,0.1579142423471741,0.1347617489937106,0.131171246,0.113716174,0.507023342,0.188907251,0.1831345384551724,0.2054395747469136,0.955277835,1,1,1,1
0.264873254,0.426452837,0.296085532,2.018279014,2.968615278,0.196930505,0.155544059,2.909812037,0.151577858,0.970512157,0.348853251,0.251767546,0.306432143,0.205035351,0.738575616,0.487842732,1.236075185,1.640282807,0.45059493,0.481979652,0.244697362,0.287635799,0.140024142,0.862390067,1.860838076,1.053285049,0.202621142,0.230729436,0.55526815,0.138299707,0.345576824,1.730125884,0.273840317,0.449387825,0.411622694,0.638041042,0.49853423,0.323331609,0.533022935,0.335575099,0.268322125,0.349715468,0.581996896,0.158994549,0.810821724,0.137088633,2.371088229,0.249343832,0.475065617,0.871189178,0.273773471,0.134363012,0.147284474,0.108015344,0.148697759,0.169291339,0.173934989,0.110841914,0.227639814,0.109226731,0.525641026,0.300524934,1.342519685,2.088835049,0.136785786,1.049666869,0.840702604,0.230062588,0.15515849,0.111346659,0.108015344,0.113466586,0.404199475,0.158590753,0.163739148,0.164849586,1.370280638,1,1,0,0
0.275713979,0.450719347,0.30942667,2.426240069,3.806527808,0.272922482,0.203135065,4.765943741,0.241142366,1.311788705,0.303414215,0.347648701,0.315868585,0.315439124,0.846897144,0.817264333,1.641185312,1.168778183,0.440627013,0.712690573,0.300837449,0.39746618,0.197337342,1.085677475,2.379643547,1.179299979,0.258106077,0.283873738,0.719132489,0.209791711,0.326819841,2.204638179,0.64032639,0.467038866,0.397036719,0.796435473,0.579128194,0.365686064,0.537255744,0.31801589,0.296542839,0.362465106,0.438264977,0.171719918,0.988443236,0.145207342,1.805166553,0.272195785,0.318558804,0.872467709,0.101971448,0.144119646,0.178110129,0.126988443,0.165873555,0.195649218,0.192522094,0.106730116,0.216315432,0.091774303,0.553229096,0.2746431,1.487695445,2.469340585,0.171312033,1.388443236,0.865941536,0.206526173,0.124405167,0.1347617489937106,0.126988443,0.101155676,0.470564242,0.135010197,0.1831345384551724,0.2054395747469136,0.977702243,1,1,1,1
0.424989375,0.679699674,0.291967701,2.241535628,4.343674741,0.220569486,0.162345941,5.05666525,0.184445389,1.357557728,0.468196628,0.368465788,0.289559428,0.260518487,0.841762289,0.866553336,1.685366199,1.23346083,0.404023233,0.746281343,0.327100156,0.324266893,0.14732965,1.420597818,2.499787505,1.184587052,0.217169571,0.261793455,0.646550503,0.139821504,0.429805922,2.17452897,0.661283468,0.488312792,0.481654625,0.903669075,0.588610285,0.362940926,0.576710582,0.315625443,0.306842329,0.463096756,0.352174529,0.171722403,1.198505475,0.122817402,1.578129624,0.257472625,0.343518793,1.383175496,0.133027523,0.132139686,0.180896715,0.129106244,0.157591003,0.207679787,0.23054158,0.09766203,0.216706126,0.118674164,0.556007695,0.273157739,1.765389168,2.081311039,0.162992009,1.302752294,0.890352175,0.248298313,0.12673868,0.119931933,0.129106244,0.12407517,0.414767683,0.133767387,0.171056526,0.150858242,1.000887837,0,1,1,5
0.353361095,0.491671624,0.336109459,2.131171921,2.999702558,0.246876859,0.221594289,1.889054134,0.226948245,1.261451517,0.533016062,0.361986913,0.307257585,0.283164783,0.786139203,0.586555622,1.41820345,0.927424152,0.444378346,0.603212374,0.344140393,0.389649018,0.233789411,0.900654372,2.209994051,1.027662106,0.255800119,0.267400357,0.850386675,0.194229625,0.436942296,1.760261749,0.363176681,0.506543724,0.45687091,0.839976205,0.645449137,0.345330161,0.599048186,0.425044616,0.360202261,0.452706722,0.220107079,0.148179509,0.900084674,0.16299746,1.023285351,0.313928874,0.437341236,0.856265876,0.128704488,0.151989839,0.125317528,0.109864522,0.146697714,0.16723116,0.164479255,0.142887384,0.294030483,0.154318374,0.590601185,0.3276884,1.499788315,2.254445385,0.199195597,1.313928874,0.84123624,0.272861981,0.224809483,0.1347617489937106,0.109864522,0.160668925,0.513971211,0.1696092262433333,0.1831345384551724,0.315198984,1.455546147,1,1,0,0
0.704633205,0.802537231,0.350110314,2.467733039,5.548400441,0.20532267,0.165057915,2.10728075,0.171400993,1.938913403,1.065637066,0.326668505,0.342112521,0.243243243,0.894373966,0.742553778,1.757170436,1.521097628,0.388306674,0.812327634,0.528130171,0.362520684,0.165609487,1.345421953,3.684914506,1.378240485,0.24310535,0.275096525,0.739520132,0.15471594,0.393546608,2.415471594,0.35314396,0.491174848,0.348731384,0.831081081,0.611141754,0.457391065,0.582322118,0.457253172,0.35452289,0.464423607,0.193188086,0.183455185,0.885729759,0.196723531,0.975494178,0.281004603,0.400961278,1.176617926,0.098361766,0.183861359,0.186704576,0.112036285,0.139859193,0.152382887,0.185824533,0.133563499,0.230232873,0.129637151,0.388302193,0.237544002,1.14798267,1.791835906,0.13633902,1.044476036,0.713850528,0.174248578,0.131126455,0.132886542,0.112036285,0.1310530394368159,0.45450853,0.111088546,0.157730842,0.15854319,1.404481451,1,1,0,0
0.428426138,0.566742944,0.326849733,2.258454106,4.100305111,0.188151538,0.140223748,2.647342995,0.177218408,1.309560132,0.484235952,0.207602339,0.3712179,0.203279939,0.774091025,0.511187389,1.413043478,2.193745233,0.423213832,0.554284261,0.348843122,0.320620392,0.151665395,1.173399772153484,2.753877447,1.321891686,0.218154081,0.238494788,0.669844902,0.180269514,0.387617595,2.151029748,0.30129672,0.421179761,0.34502924,0.646834477,0.508263412,0.338291381,0.519196542,0.319349097,0.287948131,0.37998983,0.572590898,0.164166409,0.763223013,0.156356325,2.209325704,0.298407052,0.42553356,1.67174451,0.170971234,0.144525209,0.186359418,0.120012372,0.160454686,0.15527374,0.154887102,0.124574698,0.255258274,0.144679864,0.525286112,0.310624807,1.408985462,2.26585215,0.132616765,1.008428704,0.887952366,0.235153109,0.1579142423471741,0.1347617489937106,0.120012372,0.119548407,0.423136406,0.12612125,0.1831345384551724,0.157284256,1.620553665,1,0,0,2
0.40312229,0.66764961,0.31951431,2.572072853,4.238508239,0.273720729,0.204683435,5.249956635,0.244579358,1.392541197,0.48065915,0.383000867,0.300954033,0.324891587,0.931830009,0.948135299,1.876669558,1.292454467,0.447007806,0.703555941,0.359930616,0.383521249,0.189418907,1.103902862,2.432437121,1.25481353,0.255854293,0.285862966,0.812142238,0.186470078,0.47111882,2.515177797,0.595490026,0.476843018,0.439202082,0.886383348,0.615784909,0.376235906,0.58057242,0.328360798,0.307718994,0.443018213,0.408326106,0.175300374,1.067461099,0.128619263,1.778412448,0.275654914,0.331298011,1.288851684,0.0710065,0.116899744,0.173823124,0.136202482,0.161118771,0.215875517,0.154618869,0.091491038,0.203171164,0.103506007,0.529249557,0.27082923,1.726117786,2.568938349,0.156293086,1.45893244,0.820858775,0.201792397,0.120642111,0.112763443,0.136202482,0.098975773,0.433326768,0.1696092262433333,0.1408312,0.2054395747469136,1.031219224,0,1,1,5
0.25483871,0.370967742,0.397491039,1.987455197,2.979569892,0.321146953,0.274193548,4.501075269,0.292473118,1.479928315,0.369175627,0.402508961,0.375268817,0.358422939,0.804301075,1.06344086,1.488888889,1.261648746,0.498924731,0.620430108,0.376702509,0.457706093,0.273835125,0.968817204,1.444444444,0.885304659,0.264516129,0.305376344,0.650179211,0.244802867,0.392473118,1.664157706,0.710035842,0.513978495,0.519713262,0.91218638,0.774193548,0.395340502,0.688530466,0.398924731,0.41827957,0.430824373,0.513620072,0.134897361,0.81068752,0.176278918,1.98989899,0.302378625,0.245356794,1.116324536,0.189638319,0.258716194,0.155751059,0.128054741,0.168132942,0.159009449,0.230694037,0.175301401,0.170087977,0.105246008,0.732811991,0.349951124,2.263929619,2.464646465,0.235255784,1.715868361,0.906484197,0.281850766,0.1579142423471741,0.1347617489937106,0.128054741,0.245356794,0.551645487,0.325839036,0.1831345384551724,0.2054395747469136,1.170413816,1,1,1,1
0.423525668,0.668328384,0.374946966,2.846414934,5.449724226,0.258803564,0.185299109,6.193996606,0.256470089,1.491196436,0.457361052,0.352885023,0.374310564,0.317882902,1.006045821,0.9327535,1.977301655,1.645523971,0.500530335,0.795714892,0.315655494,0.368901146,0.17702588,1.672783199,3.189223589,1.318943572,0.257424692,0.318201103,0.83549003,0.162282563,0.501272804,3.143720832,0.673419601,0.477938057,0.440496394,0.863491727,0.606915571,0.420025456,0.606279168,0.411009758,0.340050912,0.515910055,0.590369113,0.188884737,0.954407133,0.176178528,1.998665314,0.291655544,0.484170626,1.436709199,0.215204741,0.16801025,0.177032726,0.110405211,0.162885057,0.198868186,0.182585019,0.117452352,0.247824462,0.152901607,0.456729486,0.308205648,1.844482409,2.214831029,0.129571299,1.340985532,0.839944477,0.197586888,0.146708665,0.1347617489937106,0.110405211,0.125780791,0.498531846,0.141369922,0.164006193,0.162297795,1.169665261,0,0,1,7
